order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,shipping_days,gender,name,city,state_code,state,country,continent,birthday,age,country_store,state_store,open_date,product_name,brand,color,subcategorykey,subcategory,categorykey,category,cost_usd,price_usd,date,currency,exchange
367014,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1839627,56,1184,3,USD,0,MALE,"WILLIAM FALCON","GARFIELD HEIGHTS",OH,OHIO,"UNITED STATES","NORTH AMERICA","1990-02-21 00:00:00",34,"UNITED STATES","NEW HAMPSHIRE","2015-01-01 00:00:00","FABRIKAM BUSINESS VIDEOGRAPHER 1'' 25MM M600 WHITE",FABRIKAM,WHITE,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",409.28,890,"2016-01-02 00:00:00",USD,1
367015,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",911025,42,2296,7,GBP,0,FEMALE,"AMBER JORDAN",SMELTHOUSES,HARROGATE,HARROGATE,"UNITED KINGDOM",EUROPE,"1960-09-30 00:00:00",63,"UNITED KINGDOM","NORTH DOWN","2009-12-15 00:00:00","PROSEWARE CHANDELIER M0815 GREY",PROSEWARE,GREY,806,LAMPS,8,"HOME APPLIANCES",123.47,268.5,"2016-01-02 00:00:00",GBP,0.6742
367016,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1633409,63,1487,1,USD,0,MALE,"PAUL BURT",DEARBORN,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1942-01-04 00:00:00",82,"UNITED STATES",UTAH,"2008-03-06 00:00:00","THE PHONE COMPANY SMART PHONES UNLOCKED M300 GREY","THE PHONE COMPANY",GREY,504,"SMART PHONES & PDAS",5,"CELL PHONES",122.78,267,"2016-01-02 00:00:00",USD,1
367016,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1633409,63,558,7,USD,0,MALE,"PAUL BURT",DEARBORN,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1942-01-04 00:00:00",82,"UNITED STATES",UTAH,"2008-03-06 00:00:00","PROSEWARE SCREEN 113IN X1609 WHITE",PROSEWARE,WHITE,305,"PROJECTORS & SCREENS",3,COMPUTERS,99.06,299,"2016-01-02 00:00:00",USD,1
367016,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",1633409,63,206,3,USD,0,MALE,"PAUL BURT",DEARBORN,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1942-01-04 00:00:00",82,"UNITED STATES",UTAH,"2008-03-06 00:00:00","LITWARE HOME THEATER SYSTEM 5.1 CHANNEL M515 BLACK",LITWARE,BLACK,203,"HOME THEATER SYSTEM",2,"TV AND VIDEO",261.66,569,"2016-01-02 00:00:00",USD,1
367017,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1612400,47,1203,4,USD,0,MALE,"JORDON MUNGUIA","ARLINGTON HEIGHTS",IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1958-02-20 00:00:00",66,"UNITED STATES",HAWAII,"2015-04-04 00:00:00","FABRIKAM TRENDSETTER 2/3'' 17MM X100 GREY",FABRIKAM,GREY,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",324.69,980,"2016-01-02 00:00:00",USD,1
367018,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1301565,59,1245,2,USD,0,MALE,"DANIEL SPENCER","LOS ANGELES",CA,CALIFORNIA,"UNITED STATES","NORTH AMERICA","1980-06-23 00:00:00",44,"UNITED STATES",OREGON,"2012-08-08 00:00:00","FABRIKAM SOCIAL VIDEOGRAPHER 1/3'' 8.5MM E200 WHITE",FABRIKAM,WHITE,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",85.65,168,"2016-01-02 00:00:00",USD,1
367018,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1301565,59,1973,4,USD,0,MALE,"DANIEL SPENCER","LOS ANGELES",CA,CALIFORNIA,"UNITED STATES","NORTH AMERICA","1980-06-23 00:00:00",44,"UNITED STATES",OREGON,"2012-08-08 00:00:00","LITWARE REFRIGERATOR 3.2CUFT E160 GREY",LITWARE,GREY,802,REFRIGERATORS,8,"HOME APPLIANCES",142.75,279.99,"2016-01-02 00:00:00",USD,1
367018,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",1301565,59,731,4,USD,0,MALE,"DANIEL SPENCER","LOS ANGELES",CA,CALIFORNIA,"UNITED STATES","NORTH AMERICA","1980-06-23 00:00:00",44,"UNITED STATES",OREGON,"2012-08-08 00:00:00","PROSEWARE INK JET WIRELESS ALL-IN-ONE PRINTER M400 GREEN",PROSEWARE,GREEN,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,59.32,129,"2016-01-02 00:00:00",USD,1
367019,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",793573,29,1947,2,EUR,0,MALE,"PAOLO LI FONTI","SANT'AGATA MUGELLO",FI,FIRENZE,ITALY,EUROPE,"1955-12-30 00:00:00",68,ITALY,ENNA,"2008-01-01 00:00:00","LITWARE REFRIGERATOR 9.7CUFT M560 BROWN",LITWARE,BROWN,802,REFRIGERATORS,8,"HOME APPLIANCES",226.71,493,"2016-01-02 00:00:00",EUR,0.9185
367019,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",793573,29,1645,7,EUR,0,MALE,"PAOLO LI FONTI","SANT'AGATA MUGELLO",FI,FIRENZE,ITALY,EUROPE,"1955-12-30 00:00:00",68,ITALY,ENNA,"2008-01-01 00:00:00","CONTOSO DVD EXTERNAL DVD BURNER M200 SILVER",CONTOSO,SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",26.62,57.88,"2016-01-02 00:00:00",EUR,0.9185
367019,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",793573,29,371,7,EUR,0,MALE,"PAOLO LI FONTI","SANT'AGATA MUGELLO",FI,FIRENZE,ITALY,EUROPE,"1955-12-30 00:00:00",68,ITALY,ENNA,"2008-01-01 00:00:00","ADVENTURE WORKS LAPTOP16 M1601 WHITE","ADVENTURE WORKS",WHITE,301,LAPTOPS,3,COMPUTERS,275.46,599,"2016-01-02 00:00:00",EUR,0.9185
367020,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",799366,29,448,6,EUR,0,MALE,"BERARDO ONIO","SAN BIAGIO IN PADULE",MO,MODENA,ITALY,EUROPE,"1944-10-21 00:00:00",79,ITALY,ENNA,"2008-01-01 00:00:00","WWI DESKTOP PC1.80 E1801 BLACK","WIDE WORLD IMPORTERS",BLACK,303,DESKTOPS,3,COMPUTERS,137.6,269.9,"2016-01-02 00:00:00",EUR,0.9185
367020,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",799366,29,1975,1,EUR,0,MALE,"BERARDO ONIO","SAN BIAGIO IN PADULE",MO,MODENA,ITALY,EUROPE,"1944-10-21 00:00:00",79,ITALY,ENNA,"2008-01-01 00:00:00","LITWARE REFRIGERATOR L1200 ORANGE",LITWARE,ORANGE,802,REFRIGERATORS,8,"HOME APPLIANCES",1060.22,3199.99,"2016-01-02 00:00:00",EUR,0.9185
367021,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",243917,10,1445,4,CAD,0,FEMALE,"SUMMER BROWN",TORONTO,ON,ONTARIO,CANADA,"NORTH AMERICA","1983-02-07 00:00:00",41,CANADA,NUNAVUT,"2015-04-04 00:00:00","THE PHONE COMPANY TOUCH SCREEN PHONES 26-1.4" M250 GOLD","THE PHONE COMPANY",GOLD,503,"TOUCH SCREEN PHONES",5,"CELL PHONES",123.24,268,"2016-01-02 00:00:00",CAD,1.3884
367021,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",243917,10,1624,6,CAD,0,FEMALE,"SUMMER BROWN",TORONTO,ON,ONTARIO,CANADA,"NORTH AMERICA","1983-02-07 00:00:00",41,CANADA,NUNAVUT,"2015-04-04 00:00:00","CONTOSO DVD RECORDER L220 WHITE",CONTOSO,WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-01-02 00:00:00",CAD,1.3884
367021,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",243917,10,1615,2,CAD,0,FEMALE,"SUMMER BROWN",TORONTO,ON,ONTARIO,CANADA,"NORTH AMERICA","1983-02-07 00:00:00",41,CANADA,NUNAVUT,"2015-04-04 00:00:00","SV DVD 15-INCH PLAYER PORTABLE L200 WHITE","SOUTHRIDGE VIDEO",WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",96.08,289.99,"2016-01-02 00:00:00",CAD,1.3884
367022,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",942807,42,1596,1,GBP,0,MALE,"MORGAN KENNEDY",WOODMANCOTE,COTSWOLD,COTSWOLD,"UNITED KINGDOM",EUROPE,"1956-04-21 00:00:00",68,"UNITED KINGDOM","NORTH DOWN","2009-12-15 00:00:00","SV DVD 55DVD STORAGE BINDER M56 RED","SOUTHRIDGE VIDEO",RED,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",5.82,12.66,"2016-01-02 00:00:00",GBP,0.6742
367022,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",942807,42,1253,7,GBP,0,MALE,"MORGAN KENNEDY",WOODMANCOTE,COTSWOLD,COTSWOLD,"UNITED KINGDOM",EUROPE,"1956-04-21 00:00:00",68,"UNITED KINGDOM","NORTH DOWN","2009-12-15 00:00:00","CONTOSO GENERAL CARRYING CASE E304 SILVER",CONTOSO,SILVER,406,"CAMERAS & CAMCORDERS ACCESSORIES",4,"CAMERAS AND CAMCORDERS",10.19,19.99,"2016-01-02 00:00:00",GBP,0.6742
367022,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",942807,42,663,3,GBP,0,MALE,"MORGAN KENNEDY",WOODMANCOTE,COTSWOLD,COTSWOLD,"UNITED KINGDOM",EUROPE,"1956-04-21 00:00:00",68,"UNITED KINGDOM","NORTH DOWN","2009-12-15 00:00:00","PROSEWARE HIGH-PERFORMANCE BUSINESS-CLASS LASER FAX X200 BLACK",PROSEWARE,BLACK,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,82.17,248,"2016-01-02 00:00:00",GBP,0.6742
367022,4,"2016-01-02 00:00:00","2016-01-02 00:00:00",942807,42,1194,6,GBP,0,MALE,"MORGAN KENNEDY",WOODMANCOTE,COTSWOLD,COTSWOLD,"UNITED KINGDOM",EUROPE,"1956-04-21 00:00:00",68,"UNITED KINGDOM","NORTH DOWN","2009-12-15 00:00:00","FABRIKAM HOME AND VACATION MOVIEMAKER 1/3'' 8.5MM M200 GREY",FABRIKAM,GREY,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",291.09,633,"2016-01-02 00:00:00",GBP,0.6742
367023,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",129318,2,1139,5,AUD,0,FEMALE,"VICTORIA COURTNEY","PINE VALLEY",NSW,"NEW SOUTH WALES",AUSTRALIA,AUSTRALIA,"1976-08-08 00:00:00",48,AUSTRALIA,"NORTHERN TERRITORY","2008-01-12 00:00:00","FABRIKAM SLR CAMERA 35" M358 ORANGE",FABRIKAM,ORANGE,402,"DIGITAL SLR CAMERAS",4,"CAMERAS AND CAMCORDERS",150.84,328,"2016-01-02 00:00:00",AUD,1.3683
367023,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",129318,2,1031,2,AUD,0,FEMALE,"VICTORIA COURTNEY","PINE VALLEY",NSW,"NEW SOUTH WALES",AUSTRALIA,AUSTRALIA,"1976-08-08 00:00:00",48,AUSTRALIA,"NORTHERN TERRITORY","2008-01-12 00:00:00","A. DATUM ULTRA COMPACT DIGITAL CAMERA M190 AZURE","A. DATUM",AZURE,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",75.88,165,"2016-01-02 00:00:00",AUD,1.3683
367024,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1713253,50,302,8,USD,0,MALE,"TOM DAVID",GAINESVILLE,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1989-06-09 00:00:00",35,"UNITED STATES",KANSAS,"2008-03-06 00:00:00","SV CAR VIDEO LCD9.2W X9280 BLACK","SOUTHRIDGE VIDEO",BLACK,205,"CAR VIDEO",2,"TV AND VIDEO",330.99,999,"2016-01-02 00:00:00",USD,1
367024,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1713253,50,2105,5,USD,0,MALE,"TOM DAVID",GAINESVILLE,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1989-06-09 00:00:00",35,"UNITED STATES",KANSAS,"2008-03-06 00:00:00","CONTOSO WATER HEATER 7.2GPM X1800 GREY",CONTOSO,GREY,804,"WATER HEATERS",8,"HOME APPLIANCES",488.7,1475,"2016-01-02 00:00:00",USD,1
367025,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1736623,56,1608,1,USD,0,FEMALE,"ELLEN JAMISON",DETROIT,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1965-01-14 00:00:00",59,"UNITED STATES","NEW HAMPSHIRE","2015-01-01 00:00:00","SV DVD 7-INCH PLAYER PORTABLE E200 SILVER","SOUTHRIDGE VIDEO",SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",56.08,109.99,"2016-01-02 00:00:00",USD,1
367025,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1736623,56,1641,2,USD,0,FEMALE,"ELLEN JAMISON",DETROIT,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1965-01-14 00:00:00",59,"UNITED STATES","NEW HAMPSHIRE","2015-01-01 00:00:00","CONTOSO DVD 55DVD STORAGE BINDER M56 RED",CONTOSO,RED,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",5.82,12.66,"2016-01-02 00:00:00",USD,1
367025,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",1736623,56,1574,3,USD,0,FEMALE,"ELLEN JAMISON",DETROIT,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1965-01-14 00:00:00",59,"UNITED STATES","NEW HAMPSHIRE","2015-01-01 00:00:00","SV DVD PLAYER M130 GREY","SOUTHRIDGE VIDEO",GREY,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",27.59,59.99,"2016-01-02 00:00:00",USD,1
367026,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1836599,53,2218,2,USD,0,MALE,"JONATHAN JOHNSON",MIAMI,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","2001-04-10 00:00:00",23,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","ADVENTURE WORKS WALL LAMP E2150 GREY","ADVENTURE WORKS",GREY,806,LAMPS,8,"HOME APPLIANCES",61.17,119.99,"2016-01-02 00:00:00",USD,1
367026,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1836599,53,78,1,USD,0,MALE,"JONATHAN JOHNSON",MIAMI,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","2001-04-10 00:00:00",23,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","NT WIRELESS BLUETOOTH STEREO HEADPHONES E302 SILVER","NORTHWIND TRADERS",SILVER,106,"BLUETOOTH HEADPHONES",1,AUDIO,18.65,40.55,"2016-01-02 00:00:00",USD,1
367027,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1482586,53,2451,3,USD,0,FEMALE,"EDNA GILMER",CLEBURNE,TX,TEXAS,"UNITED STATES","NORTH AMERICA","1948-12-18 00:00:00",75,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","LITWARE DESKTOP WIND TOWER OSCILLATING FAN E1201 BROWN",LITWARE,BROWN,808,FANS,8,"HOME APPLIANCES",15.29,29.99,"2016-01-02 00:00:00",USD,1
367027,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1482586,53,1645,1,USD,0,FEMALE,"EDNA GILMER",CLEBURNE,TX,TEXAS,"UNITED STATES","NORTH AMERICA","1948-12-18 00:00:00",75,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","CONTOSO DVD EXTERNAL DVD BURNER M200 SILVER",CONTOSO,SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",26.62,57.88,"2016-01-02 00:00:00",USD,1
367027,3,"2016-01-02 00:00:00","2016-01-02 00:00:00",1482586,53,1728,2,USD,0,FEMALE,"EDNA GILMER",CLEBURNE,TX,TEXAS,"UNITED STATES","NORTH AMERICA","1948-12-18 00:00:00",75,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","MGS AGE OF MYTHOLOGY: GOLD EDITION M310","TAILSPIN TOYS",BLUE,702,"DOWNLOAD GAMES",7,"GAMES AND TOYS",36.7,79.8,"2016-01-02 00:00:00",USD,1
367028,1,"2016-01-02 00:00:00","2016-01-11 00:00:00",607356,0,976,1,EUR,9,FEMALE,"FANETTE MICHAUD",AURILLAC,AU,AUVERGNE,FRANCE,EUROPE,"1989-07-06 00:00:00",35,ONLINE,ONLINE,"2010-01-01 00:00:00","A. DATUM ALL IN ONE DIGITAL CAMERA M200 PINK","A. DATUM",PINK,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",86.45,188,"2016-01-02 00:00:00",EUR,0.9185
367028,2,"2016-01-02 00:00:00","2016-01-11 00:00:00",607356,0,2017,3,EUR,9,FEMALE,"FANETTE MICHAUD",AURILLAC,AU,AUVERGNE,FRANCE,EUROPE,"1989-07-06 00:00:00",35,ONLINE,ONLINE,"2010-01-01 00:00:00","FABRIKAM MICROWAVE 0.9CUFT E0900 BLUE",FABRIKAM,BLUE,803,MICROWAVES,8,"HOME APPLIANCES",50.98,99.99,"2016-01-02 00:00:00",EUR,0.9185
367029,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1260533,66,1607,1,USD,0,FEMALE,"LAURA ECHEVARRIA",ASHEBORO,NC,"NORTH CAROLINA","UNITED STATES","NORTH AMERICA","1996-11-05 00:00:00",27,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","SV DVD 12-INCH PLAYER PORTABLE M400 SILVER","SOUTHRIDGE VIDEO",SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",82.77,179.99,"2016-01-02 00:00:00",USD,1
367029,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1260533,66,1223,7,USD,0,FEMALE,"LAURA ECHEVARRIA",ASHEBORO,NC,"NORTH CAROLINA","UNITED STATES","NORTH AMERICA","1996-11-05 00:00:00",27,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","FABRIKAM BUDGET MOVIEMAKER 2/3'' 17MM E100 BLACK",FABRIKAM,BLACK,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",234.52,460,"2016-01-02 00:00:00",USD,1
367030,1,"2016-01-02 00:00:00","2016-01-02 00:00:00",1843882,51,2010,7,USD,0,FEMALE,"GLORIA STEWART",WESTLAND,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1973-10-13 00:00:00",50,"UNITED STATES",MAINE,"2010-01-01 00:00:00","FABRIKAM MICROWAVE 1.0CUFT E1100 BLACK",FABRIKAM,BLACK,803,MICROWAVES,8,"HOME APPLIANCES",71.37,139.99,"2016-01-02 00:00:00",USD,1
367030,2,"2016-01-02 00:00:00","2016-01-02 00:00:00",1843882,51,426,1,USD,0,FEMALE,"GLORIA STEWART",WESTLAND,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1973-10-13 00:00:00",50,"UNITED STATES",MAINE,"2010-01-01 00:00:00","ADVENTURE WORKS DESKTOP PC1.80 ED182 BLACK","ADVENTURE WORKS",BLACK,303,DESKTOPS,3,COMPUTERS,254.86,499.9,"2016-01-02 00:00:00",USD,1
367031,1,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,120,3,GBP,5,FEMALE,"TEGAN MACDONALD","WESTON UNDER PENYARD",HEREFORD,HEREFORD,"UNITED KINGDOM",EUROPE,"1954-10-19 00:00:00",69,ONLINE,ONLINE,"2010-01-01 00:00:00","ADVENTURE WORKS 13" COLOR TV E25 BLACK","ADVENTURE WORKS",BLACK,201,TELEVISIONS,2,"TV AND VIDEO",61.17,119.99,"2016-01-02 00:00:00",GBP,0.6742
367031,2,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,382,2,GBP,5,FEMALE,"TEGAN MACDONALD","WESTON UNDER PENYARD",HEREFORD,HEREFORD,"UNITED KINGDOM",EUROPE,"1954-10-19 00:00:00",69,ONLINE,ONLINE,"2010-01-01 00:00:00","ADVENTURE WORKS LAPTOP12 M1201 RED","ADVENTURE WORKS",RED,301,LAPTOPS,3,COMPUTERS,195.24,382.95,"2016-01-02 00:00:00",GBP,0.6742
367031,3,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,1722,3,GBP,5,FEMALE,"TEGAN MACDONALD","WESTON UNDER PENYARD",HEREFORD,HEREFORD,"UNITED KINGDOM",EUROPE,"1954-10-19 00:00:00",69,ONLINE,ONLINE,"2010-01-01 00:00:00","MGS ZOO TYCOON 2: END RANGE SPECIES EXPANSION PACK E105","TAILSPIN TOYS",SILVER,702,"DOWNLOAD GAMES",7,"GAMES AND TOYS",28.55,56,"2016-01-02 00:00:00",GBP,0.6742
367031,4,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,132,1,GBP,5,FEMALE,"TEGAN MACDONALD","WESTON UNDER PENYARD",HEREFORD,HEREFORD,"UNITED KINGDOM",EUROPE,"1954-10-19 00:00:00",69,ONLINE,ONLINE,"2010-01-01 00:00:00","ADVENTURE WORKS 20" ANALOG CRT TV E45 BROWN","ADVENTURE WORKS",BROWN,201,TELEVISIONS,2,"TV AND VIDEO",101.97,200,"2016-01-02 00:00:00",GBP,0.6742
368000,1,"2016-01-03 00:00:00","2016-01-03 00:00:00",892838,32,1440,1,EUR,0,MALE,"ARIËN VAN AGGELEN",BUSSUM,NH,NOORD-HOLLAND,NETHERLANDS,EUROPE,"1953-09-30 00:00:00",70,NETHERLANDS,FLEVOLAND,"2010-01-01 00:00:00","THE PHONE COMPANY TOUCH SCREEN PHONES - CRT M11 GREY","THE PHONE COMPANY",GREY,503,"TOUCH SCREEN PHONES",5,"CELL PHONES",86.91,189,"2016-01-03 00:00:00",EUR,0.9185
368001,1,"2016-01-03 00:00:00","2016-01-03 00:00:00",1670789,64,1598,3,USD,0,MALE,"DAVID HAMLIN",SALINAS,CA,CALIFORNIA,"UNITED STATES","NORTH AMERICA","1960-12-10 00:00:00",63,"UNITED STATES","WASHINGTON DC","2010-01-01 00:00:00","SV DVD EXTERNAL DVD BURNER M200 GREY","SOUTHRIDGE VIDEO",GREY,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",26.62,57.88,"2016-01-03 00:00:00",USD,1
369000,1,"2016-01-04 00:00:00","2016-01-04 00:00:00",1143828,37,2167,9,GBP,0,MALE,"JOEL MIAH","RYE HARBOUR",ROTHER,ROTHER,"UNITED KINGDOM",EUROPE,"1947-03-24 00:00:00",77,"UNITED KINGDOM",AYRSHIRE,"2005-03-04 00:00:00","FABRIKAM COFFEE MAKER AUTO 5C E090 BLACK",FABRIKAM,BLACK,805,"COFFEE MACHINES",8,"HOME APPLIANCES",83.1,163,"2016-01-04 00:00:00",GBP,0.6773
369000,2,"2016-01-04 00:00:00","2016-01-04 00:00:00",1143828,37,167,1,GBP,0,MALE,"JOEL MIAH","RYE HARBOUR",ROTHER,ROTHER,"UNITED KINGDOM",EUROPE,"1947-03-24 00:00:00",77,"UNITED KINGDOM",AYRSHIRE,"2005-03-04 00:00:00","SV 8XDVD E100 BLACK","SOUTHRIDGE VIDEO",BLACK,202,"VCD & DVD",2,"TV AND VIDEO",35.18,69,"2016-01-04 00:00:00",GBP,0.6773
369001,1,"2016-01-04 00:00:00","2016-01-04 00:00:00",269337,8,1301,1,CAD,0,MALE,"EDDIE MOREJON",ROLLET,QC,QUEBEC,CANADA,"NORTH AMERICA","1995-10-24 00:00:00",28,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","CONTOSO TELEPHOTO CONVERSION LENS M350 WHITE",CONTOSO,WHITE,406,"CAMERAS & CAMCORDERS ACCESSORIES",4,"CAMERAS AND CAMCORDERS",43.69,95,"2016-01-04 00:00:00",CAD,1.3922
369001,2,"2016-01-04 00:00:00","2016-01-04 00:00:00",269337,8,1649,4,CAD,0,MALE,"EDDIE MOREJON",ROLLET,QC,QUEBEC,CANADA,"NORTH AMERICA","1995-10-24 00:00:00",28,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","CONTOSO DVD 14-INCH PLAYER PORTABLE L100 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",86.14,259.99,"2016-01-04 00:00:00",CAD,1.3922
369002,1,"2016-01-04 00:00:00","2016-01-04 00:00:00",258316,8,1656,1,CAD,0,MALE,"SEAN BORUNDA",VERNON,BC,"BRITISH COLUMBIA",CANADA,"NORTH AMERICA","1965-04-30 00:00:00",59,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","CONTOSO DVD 9-INCH PLAYER PORTABLE M300 WHITE",CONTOSO,WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",73.57,159.99,"2016-01-04 00:00:00",CAD,1.3922
369004,1,"2016-01-04 00:00:00","2016-01-04 00:00:00",1389462,65,1961,5,USD,0,MALE,"GARY QUILES","ANN ARBOR",MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","2001-05-17 00:00:00",23,"UNITED STATES","WEST VIRGINIA","2012-01-01 00:00:00","LITWARE REFRIGERATOR 3.2CUFT E160 GREEN",LITWARE,GREEN,802,REFRIGERATORS,8,"HOME APPLIANCES",142.75,279.99,"2016-01-04 00:00:00",USD,1
369004,2,"2016-01-04 00:00:00","2016-01-04 00:00:00",1389462,65,1991,3,USD,0,MALE,"GARY QUILES","ANN ARBOR",MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","2001-05-17 00:00:00",23,"UNITED STATES","WEST VIRGINIA","2012-01-01 00:00:00","FABRIKAM MICROWAVE 1.6CUFT M1250 SILVER",FABRIKAM,SILVER,803,MICROWAVES,8,"HOME APPLIANCES",82.77,179.99,"2016-01-04 00:00:00",USD,1
369005,1,"2016-01-04 00:00:00","2016-01-04 00:00:00",1866637,56,183,3,USD,0,MALE,"DOUGLAS MCCAMPBELL",TOLEDO,OH,OHIO,"UNITED STATES","NORTH AMERICA","1964-12-01 00:00:00",59,"UNITED STATES","NEW HAMPSHIRE","2015-01-01 00:00:00","SV 16XDVD M330 SILVER","SOUTHRIDGE VIDEO",SILVER,202,"VCD & DVD",2,"TV AND VIDEO",50.13,109,"2016-01-04 00:00:00",USD,1
369006,1,"2016-01-04 00:00:00","2016-01-04 00:00:00",734605,28,654,1,EUR,0,FEMALE,"LORNA LONGO","MORNICO LOSANA",PV,PAVIA,ITALY,EUROPE,"1965-11-26 00:00:00",58,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","PROSEWARE INK JET WIRELESS ALL-IN-ONE PRINTER M400 BLACK",PROSEWARE,BLACK,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,59.32,129,"2016-01-04 00:00:00",EUR,0.9176
